university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
University of Edinburgh,ed.ac.uk,Informatics,INFR10078,Foundations of Natural Language Processing,"This course covers some of the foundations of natural language processing (NLP) and equips students for more advanced NLP courses in year 4. We focus on what makes automatic processing of language unique and challenging: its statistical properties, complex structure, and pervasive ambiguity. We cover a range of architectures and algorithms for NLP. The course starts with simple models for text classification and generation. We will then discuss neural models to represent the meaning of words and model language, such as Recurrent Neural Networks and Transformers.
Students will gain insight into the technology behind contemporary Large Language Models, including pre-training and supervised fine-tuning techniques. As part of the course, we will also introduce methodological and ethical considerations (e.g., evaluation, data collection, algorithmic bias) that are important for working in the field.

The course will first introduce simple and interpretable models, such as n-gram and bag-of-words models and logistic regression, to illustrate a range of NLP tasks (language modelling, classification, and generation), as well as the basic framework for NLP experiments (training, evaluation, baselines). We will also introduce classic approaches to predicting linguistic representations (HMMs and PCFGs).
Next, we will cover neural architectures for NLP (such as Multi-Layer Perceptrons, Recurrent Neural Networks, and Transformers), which are more opaque and data-hungry, but also achieve better performance on NLP tasks.
Finally, we will discuss the framework of transfer learning, which leverages large amounts of unsupervised data, and the training pipeline for Large Language Models.
Throughout the course, we will introduce concepts and findings from linguistics as a way to understand the challenges of this type of data. We will discuss the strengths and weaknesses of different approaches, including both technical and ethical challenges (such as bias and interpretability). We will illustrate how NLP models can be used for specific applications (e.g., translation and summarisation).",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10078.htm,"Natural Language Processing, Statistical Modeling, Text Classification, Text Generation, Neural Networks, Recurrent Neural Networks, Transformers, Large Language Models, Pre-training, Supervised Fine-tuning, Algorithmic Bias, N-gram Models, Bag-of-words Models, Logistic Regression, Language Modelling, Hidden Markov Models, Probabilistic Context-Free Grammars, Multi-Layer Perceptrons, Transfer Learning, Unsupervised Learning, Tech Ethics, Data Collection, Model Evaluation"
University of Edinburgh,ed.ac.uk,Informatics,INFR09051,Informatics Large Practical,"The Informatics Large Practical exposes students to the problems that arise with the design and implementation of large-scale software systems, and to methods of coping with such problems.
Students will gain experience in how to:
- Schedule their work load
- Design clearly and coherently structured systems
- Discover and use relevant technical information
- Implement a large-scale software system
- Design and run experiments and tests
- Analyse and report results
- Present their work in a clear and concise way.

The Informatics Large Practical gives students experience in developing a non-trivial software system and presenting on the end product. In this way, the practical provides an introduction to the issues and requirements of the more demanding fourth-year project. In particular, the student gains practical experience of:
- Reading technical material and identifying the important content
- Identifying and formalising project requirements
- Identifying computational problems and inventing algorithmic solutions
- Constructing a detailed design which does not over-commit to implementation detail
- Implementing and testing a software application which realises the design
- Experimenting with the implementation to explore the solutions to the computational problems
- Creating a video presentation of work done, which acts as a basis for the oral examination
- Managing a software project using a source-code repository",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr09051.htm,"Software Engineering, Software Architecture, Software Design, Software Implementation, Software Testing, Experimental Design, Data Analysis, Technical Reporting, Oral Presentations, Technical Research, Requirements Engineering, Requirements Analysis, Algorithms, Version Control, Project Management, Video Presentation"
University of Edinburgh,ed.ac.uk,Informatics,INFR08020,Informatics 1 - Cognitive Science,"This course is designed as a first introduction to Cognitive Science. It will provide a selective but representative overview of the subject, suitable for all interested students, including students on the Cognitive Science degrees and external students.
The aim of the lecturing team is to present a unified view of the field, based on a computational approach to analysing cognition. The material is organized by cognitive function (e.g., language, vision), rather than by subdiscipline (e.g., psychology, neuroscience).
The course covers language, vision, memory, control and action, and reasoning and generalization. All topics will be presented from a computational point of view, and this perspective will be reinforced by lab sessions in which students implement simple cognitive models.

The syllabus covers the following topics.
They are listed separately here, but in some cases they will be presented in an interleaved fashion:
1. Language
- cognitive instinct or cognitive technology?
- linguistic representations: productivity and reuse
- Connectionist and Bayesian models of language
- language acquisition: speech segmentation and word learning
- categorization and models of word meaning
2. Reasoning and generalization
- inductive reasoning
- fallacies and (ir)rationality
- models of abstraction and generalisation
- theory formation and the origins of knowledge
3. Fundamentals of cognitive neuroscience
- basic brain anatomy and function
- experimental techniques to record brain activity
- simple models of neurons
4. Vision
- the anatomy of vision, neural correlates of visual perception
- comparison of biological and artificial visual systems
5. Memory and Attention
- types of memory, memory impairments
- computational models of memory
6. Actions and behaviour
- reinforcement learning
Note that this course is intended to give a high-level introduction to the topics listed; subsequent courses (e.g., Computational Cognitive Science) will then provide a more detailed coverage.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08020.htm,"Computational Modeling, Cognitive Modeling, Connectionist Modeling, Bayesian Modeling, Speech Segmentation, Inductive Reasoning, Computer Vision, Reinforcement Learning, Neural Modeling"
University of Edinburgh,ed.ac.uk,Informatics,INFR08025,Informatics 1 - Introduction to Computation,"An introduction to concepts of programming, using a functional programming language, and to concepts of computation and specification using finite-state systems and propositional logic. These provide examples of the logical ideas of syntax and semantics and the computational ideas of structure and behaviour. Students learn to specify, model and solve small-scale problems succinctly and at an abstract level.

An introduction to concepts of programming, using the Haskell functional programming language, and to concepts of computation and specification, using finite-state machines and propositional logic. The use of sets, functions and relations to describe models of logic and computation. Programming using functions and data structures, including lists and trees, equational reasoning, case analysis, recursion, higher-order functions, algebraic and abstract data types. Finite-state machines as a basic model of computation: deterministic and non-deterministic automata; regular expressions; acceptors; structured design of finite state machines. Propositional logic: truth tables; satisfiability; deduction. Applications from different areas will be used to illustrate and motivate the material.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08025.htm,"Haskell, functional programming, finite-state machines, propositional logic, set theory, functions, relations, lists, trees, equational reasoning, case analysis, recursion, higher-order functions, algebraic data types, abstract data types, deterministic automata, non-deterministic automata, regular expressions, finite state machine design, truth tables, satisfiability, deduction"
University of Edinburgh,ed.ac.uk,Informatics,INFR08029,Informatics 1 - Object Oriented Programming,"This course presents a conceptual and practical introduction to object oriented programming and software engineering practices, exemplified by Java. As well as providing a grounding in the use of Java, the course will cover general principles of programming in imperative and object oriented frameworks. After completing the course successfully, students will be able to develop programs that support experimentation, simulation and exploration in other parts of the Informatics curriculum (e.g. the capacity to implement, test and observe a particular algorithm).

An introduction to the concepts of programming and software engineering using an object oriented programming language.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08029.htm,"Java, Object-Oriented Programming, Imperative Programming, Software Engineering, Algorithm Design, Testing, Simulation, Experimentation"
University of Edinburgh,ed.ac.uk,Informatics,INFR08030,Informatics 2 - Foundations of Data Science,"This course introduces students to a core set of knowledge, skills, and ways of thinking that are needed for data science. It brings together several strands: mathematical and computational techniques from statistics and machine learning; practical work with toolchains for data wrangling, analysis, and presentation; critical thinking and writing skills needed to evaluate and present claims; and case studies prompting discussion of the real world implications of data science.

The course will be delivered through a combination of lectures, workshops, and practical labs; students will be expected to complete both pencil-and-paper and programming-based exercises on their own time as well as during workshops and scheduled labs. Students will complete a data science project to assess their practical and writing skills. Technical topics in the course will be covered in three sections, with indicative topics listed below. Practical aspects of these will use a Python-based ecosystem.
1. Data wrangling and exploratory data analysis
- Working with tabular data
- Descriptive statistics and visualisation
- Linear regression and correlation
- Clustering
2. Supervised machine learning
- Classification
- More on linear regression; logistic regression
- Generalization and regularization
3. Statistical inference
- Randomness, simulation and sampling
- Confidence intervals, law of large numbers
- Randomized studies, hypothesis testing
Interleaved with these topics will be topics focusing on real-world implications (often using case studies), critical thinking, working and writing skills. These may be introduced in lecture but will often include a workshop discussion and/or peer review of written work. Indicative topics include:
A. Implications:
- Where does data come from? (Sample bias, data licensing and privacy issues)
- Visualisation: misleading plots, accessible design
- Machine learning: algorithmic bias and discrimination
B. Thinking, working, and writing:
- Claims and evidence: what can we conclude; analysis of errors
- Reproducibility; programming ""notebooks"" vs modular code
- Scientific communication; structure of a lab report
- Reading and critique of data science articles",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08030.htm,"Python, data wrangling, exploratory data analysis, tabular data handling, descriptive statistics, data visualization, linear regression, correlation analysis, clustering, classification, logistic regression, regularization, generalization, simulation, sampling, confidence interval estimation, hypothesis testing, randomized controlled trials, critical thinking, scientific writing, reproducibility, Jupyter notebooks, modular code, lab report writing, reading and critiquing data science articles, claims and evidence evaluation, error analysis, sample bias assessment, data licensing, privacy awareness, misleading plot detection, accessible design, algorithmic bias detection, discrimination mitigation"
University of Edinburgh,ed.ac.uk,Informatics,INFR08026,Informatics 2 - Introduction to Algorithms and Data Structures,"This course provides a formal and practical introduction to the algorithms and data structures that underlie all areas of computation. It aims to provide students with a toolbox of standard algorithms and data structures, as well as the skills to analyse both the theoretical complexity of algorithms and their practical behaviour. Both written and programming exercises will be used, with examples from all areas of Informatics.

This course is an important foundation for all areas of Informatics.
It runs for the full year (10 credits in each semester), with approximately 15 lectures per semester. A mixture of tutorials and labs will be used to reinforce both mathematical and practical knowledge of algorithms and data structures, including differences between theoretical and empirical analysis.
Students' ability to implement and empirically analyse algorithms will be assessed via practical coursework, with an exam to assess other aspects of the course (knowledge and choice of existing algorithms and data structures, theoretical analysis, algorithmic strategies, and applications).
The following is an indicative list of topics covered:
Asymptotic notation and algorithmic analysis
Sequential data structures (lists, stacks, queues)
Basic and more advanced sorting algorithms
Tree data structures, heaps and priority queues
Hashing and dictionaries
Graphs and graph algorithms
Dynamic programming
The classes P and NP
Throughout, different specific algorithms and algorithmic strategies (such as divide-and-conquer, greedy, recursive backtracking, dynamic programming) will be introduced using real-world examples.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08026.htm,"Algorithms, Data Structures, Asymptotic Notation, Algorithmic Analysis, Sequential Data Structures, Lists, Stacks, Queues, Sorting Algorithms, Tree Data Structures, Heaps, Priority Queues, Hashing, Dictionaries, Graphs, Graph Algorithms, Dynamic Programming, P vs NP, Divide-and-Conquer, Greedy Algorithms, Recursive Backtracking, Empirical Analysis, Theoretical Complexity Analysis"
University of Edinburgh,ed.ac.uk,Informatics,INFR08032,Informatics 2 - Software Engineering and Professional Practice,"Software Engineering and Professional Practice teaches the practice of small team software development in modern society, equipping students to participate in a start-up, modern tech company or a software-dependent research team.
Students will gain experience developing a software system from scratch, using some of the key tools of the trade: analysing requirements, designing and implementing new features, testing, version control.
Professional aspects of Software Engineering - its legal, ethical and social environment, including issues of privacy, security, equality, democracy and intellectual property - will be approached through lectures and some practical work.

As students enter this course they team up in groups of 3-4 to develop a small-scale software system from scratch using an iterative waterfall process. Over the course of the semester, they consider an incomplete specification to derive and analyse requirements, design their solution from a static and dynamic perspective using UML diagrams, construct and test their solution in Java. There is room for interpretation, creativity, and some of the requirements change along the way. Moreover, there are technical, professional and ethical issues surrounding the problem at hand, on which students will need to reflect.
Included in the experience will be use of industry standard tools for software development (integrated development environments, version control, issue tracking), and key elements of modern development practice, such as code review, peer review, and pair programming.
As students engage in this practical work, the course will contextualise it against the broader themes, both of large-scale software engineering and its academic literature, and of today's urgent professional issues: the legal, ethical and social context in which software and its authors exist. Guest lecturers will speak on technical topics, but also on topics such as privacy, security, equality, democracy and intellectual property - some of which will have a direct impact on students' practical work.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08032.htm,"Java, Software Engineering, Requirements Analysis, Software Design, Software Testing, Version Control, Tech Ethics, Privacy, Cybersecurity, Intellectual Property (IP), Waterfall Model, UML, Integrated Development Environments (IDEs), Issue Tracking, Code Review, Peer Review, Pair Programming, Requirements Engineering"
University of Edinburgh,ed.ac.uk,Informatics,INFR08010,Informatics 2D - Reasoning and Agents,"This course focuses on approaches relating to representation, reasoning and planning for solving real world inference. The course illustrates the importance of (i) using a smart representation of knowledge such that it is conducive to efficient reasoning, and (ii) the need for exploiting task constraints for intelligent search and planning. The notion of representing action, space and time is formalized in the context of agents capable of sensing the environment and taking actions that affect the current state. There is also a strong emphasis on the ability to deal with uncertain data in real world scenarios and hence, the planning and reasoning methods are extended to include inference in probabilistic domains.

1.  Intelligent Agents: Introduction
* Nature of agents, performance measures and environments
* Wumpus World Problem : An example thread (Programming environment) setup
2. Search based Planning
* Planning as a Search Problem: In deterministic, observable, static and known environments
* Smart Searching 1: Using constraints
* Smart Searching 2: Exploiting subproblems/Memoisation
* Informed Search and Exploration for agents
3. Logical Representation and Planning
* Propositional Logic Revisited (Shortcomings)
* First Order Logic & Encoding facts/rules in FOL
* Inference Rules for Propositional & FOL Calculus
* Unification and Generalized Modus Ponens
* Resolution based Inference and directing search with it
* Knowledge representation : Using FOL to represent action, space, time -- Wumpus Example
* Situation Calculus: Representing time in plans
4. Scaling Planning for Complex Tasks
* Representing States, Goals and Actions in STRIPS
* Partial Order Planning
* Planning and Acting in the Real World
5. Acting in Uncertain (real world) Environments
* Representation with Bayes Net
* Probabilistic Reasoning in Bayes Net
* Planning under Uncertainity : Wumpus world revisited
* Probabilistic Reasoning over Time I: hidden markov models
* Probabilistic Reasoning over Time II: dynamic Bayesian networks
* Markov Decision Processes
Relevant QAA Computing Curriculum Sections:  Artificial Intelligence, Human-Computer Interaction (HCI), Intelligent Information Systems Technologies, Simulation and Modelling",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr08010.htm,"Knowledge Representation, Automated Reasoning, Automated Planning, Inference, Intelligent Agents, Search Algorithms, Constraint Satisfaction, Memoization, Informed Search, Propositional Logic, First-Order Logic (FOL), Unification, Situation Calculus, STRIPS, Partial Order Planning, Bayesian Networks, Probabilistic Reasoning, Hidden Markov Models (HMM), Dynamic Bayesian Networks, Markov Decision Processes (MDP), Artificial Intelligence, Human-Computer Interaction (HCI), Simulation and Modeling"
University of Edinburgh,ed.ac.uk,Informatics,INFR10059,Introduction to Theoretical Computer Science,"This course introduces the fundamental concepts of the theory of computer science, which include some of the greatest intellectual advances of the last century: what does `computing' mean? Are all `computers' basically the same? Can we tell whether our programs are `correct' - and what does `correct' mean, anyway? Can we solve problems in reasonable time, and can we tell whether we can?
The course concentrates primarily on conceptual understanding, but adds enough detail to allow students to go on to further courses, and illustrates how the fundamental concepts are reflected throughout the discipline.

The first section of the course asks the question, what does it mean to compute? We start with the finite automata introduced in earlier years, and then generalise to pushdown automata, and show that they have more power. Next we generalize further to very simple abstract general computers, and argue they can do everything real computers can do. We then ask, can we solve every computational question? The answer, with which Turing shocked the mathematicians of the 1930s, is ""no"", with a remarkably easy but beautiful argument (introduced at the end of Inf2-IADS INFR08026). We then explore some different, but always equivalent, ways of defining ""a computer"". We finish the section by asking how we can compare the difficulty of different problems, and introduce the idea of ""reduction"" as a way of compiling one problem into another. Technically, this covers register machines, undecidability, Turing machines, and reductions.
The second section thinks about how hard it is to solve solvable problems, leading to one of the most important problems in all mathematics, and the foundation of internet security. We start by reprising Inf2-IADS INFR08026 analysis of algorithms, and then discuss the idea of classifying problems as `tractable' (easy) or `intractable' (hard). We find that the idea of algorithms whose running time grows polynomially in the problem size is a good mathematical definition of `tractable', though not always a practical one. After making this more precise, we ask what happens if we're allowed to just check all the possible answers in parallel - does this give us more problem-solving power? The question is made precise by the concept of NP, and we show that there are ""hardest"" such problems, such as the famous Travelling Salesman. Although the question is easy to ask, nobody knows how to answer it. This is P = NP - if you can solve it, you win a million dollars, and fame for as long as civilization lasts.   So far, NP problems are very hard to solve in practice, so we discuss how to deal with them. We finish the section by talking about much harder problems still. Technically, this section covers P, NP, hardness and completeness, Cook's Theorem, P = NP, and the complexity hierarchy above NP.
The third section takes brief look at a different way of seeing computation. Haskell needn't be seen as a programming language, it can be the computer itself. We'll show how the lambda-calculus (on which Haskell is based) can do all the computing our other models could, and how the halting problem was actually first solved (or rather unsolved) within lambda-calculus.",10,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10059.htm,"Finite Automata, Pushdown Automata, Turing Machines, Register Machines, Lambda Calculus, Haskell, Functional Programming, Algorithm Analysis, Complexity Theory, P vs NP, NP-Completeness, Cook's Theorem, Reductions, Undecidability, Computability Theory, Formal Languages, Automata Theory, Complexity Hierarchy, Proof Techniques, Correctness Proofs"
University of Edinburgh,ed.ac.uk,Informatics,INFR10051,MInf Project (Part 1),"This is the first half a major project that runs over the fourth and fifth years. It is intended to allow students to demonstrate their ability to organise and carry out a substantial piece of work. The project involves both the application of skills learnt in the past and the acquisition of new skills. Typical areas of activity will be: gathering and understanding background information; solving conceptual problems; design; implementation; experimentation and evaluation; writing up.
The project is conducted individually by the student under the supervision of a member of teaching staff. The project specification is usually provided by a member of staff, but students are also free to specify their own project. All project specifications must be approved by the Project Coordinator.
The project will normally involve the construction of an artefact, whether software, hardware, a robotic device, some other artefact incorporating computation, or some combination of these.
This first half co

Project dependent",40,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10051.htm,"Research Methods, Conceptual Problem Solving, System Design, Software Implementation, Hardware Implementation, Experimentation, Evaluation, Technical Writing, Project Management, Artefact Construction, Robotic Device Design"
University of Edinburgh,ed.ac.uk,Informatics,INFR10086,Machine Learning,"***This course is a replacement for Introductory Applied Machine Learning (INFR10069)***
Since the early days of AI, researchers have been interested in making computers learn, rather than simply programming them to do tasks. This is the field of machine learning.  The main area that will be discussed is supervised learning, which is concerned with learning to predict an output, given in-puts. A second area of study is unsupervised learning, where we wish to discover the structure in a set of patterns, i.e. there is no output ""teacher signal"".
The aims of the course are to develop knowledge and a critical appreciation of the various techniques covered in the syllabus, and to be able to apply, validate and refine the methods in practice.

The precise set of methods and algorithms used to illustrate and explore the main concepts will change slightly from year to year. However, the main topic headings are expected to be fairly stable.
-	 Classification and Regression:  Linear Regression, logistic regression, Bayes classifiers
-	 Expanded feature representations: Basis functions, decision trees, neural networks, kernel methods
-	 Generalization and regularization: Penalised cost functions, Bayesian prediction, under- and over-fitting
-	 Model selection and performance evaluation: Cross-validation, ROC and PR curves
-	 Ethics and machine learning: Fairness, accountability, transparency, privacy concerns
-	 Representation learning: Dimensionality reduction, clustering, feature learning
-	 More advanced methods
To support these topics we will also cover:
-	Optimization and Stochastic gradient descent
-	Practical issues: Formulating problems as machine learning, adapting methods to fit problems.  Numerical and programming issues important for machine learning.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10086.htm,"Linear Regression, Logistic Regression, Bayes Classifiers, Decision Trees, Neural Networks, Kernel Methods, Basis Functions, Cross-validation, ROC Curves, PR Curves, Dimensionality Reduction, Clustering, Feature Learning, Stochastic Gradient Descent, Optimization, Model Selection, Performance Evaluation, Fairness, Accountability, Transparency, Privacy, Regularization, Underfitting, Overfitting, Bayesian Prediction"
University of Edinburgh,ed.ac.uk,Informatics,INFR10090,Introduction to Mobile Robotics,"A mobile robot is an integrated system comprising sensors, actuators, and software that uses the sensors and actuators to understand its surroundings and complete specific tasks. This course provides a strong grounding of the core concepts such as sensing (e.g., visual perception), state estimation (e.g., localisation and mapping) and sequential decision making. The emphasis is on the underlying mathematical concepts and algorithms as opposed to electromechanical systems design. Practical tools and simulators for developing real robotic systems will also be covered in this course.
At the end of the course, students will develop a good grounding in the core concepts, and in the design and implementation of fundamental algorithms in robotics.

This is an introductory course in robotics. We will primarily explore a probabilistic treatment of the corresponding topics, while also briefly discussing other formulations (e.g., based on logics, hybrid methods). The specific methods discussed may vary but the topics will include:
- Refresher of basic mathematical concepts in probability theory.
- Probabilistic state estimation and Bayes filters.
- Kalman filters and extensions: EKF, UKF; Particle filters.
- Sensor models and motion models.
- Basic control theory: open-loop and closed-loop control.
- Localization based on different sensors (range finders, cameras etc).
- Mapping and Simultaneous Localization and Mapping (SLAM).
- Probabilistic sequential decision making: MDP (also RL), POMDP.
- Logics for robotics; hybrid methods combining logics and probabilistic methods.
- Ethics and practical issues in robotics.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10090.htm,"Robotics, Visual Perception, State Estimation, Localization, Mapping, Sequential Decision Making, Robotics Simulators, Probability Theory, Probabilistic Modeling, Bayes Filters, Kalman Filters, Extended Kalman Filters (EKF), Unscented Kalman Filters (UKF), Particle Filters, Sensor Modeling, Motion Modeling, Control Theory, Open-loop Control, Closed-loop Control, SLAM (Simultaneous Localization and Mapping), Markov Decision Processes (MDP), Reinforcement Learning (RL), Partially Observable Markov Decision Processes (POMDP), Formal Logic, Tech Ethics"
University of Edinburgh,ed.ac.uk,Informatics,INFR10022,Professional Issues (Level 10),"The aim of the course is to highlight and allow students to develop understanding of key aspects of the wider context in which their practice as Informatics professionals will occur.  Students will develop individual capabilities that complement the technical capacities developed elsewhere in Informatics programmes.  These include communication, reflection, reasoning and analysis skills that consider the broader ethical and social implications of their work.

The course will be structured around professional and ethical behaviour, and the wider context in which technologies are developed and deployed. Beginning with the ACM Code of Ethics and Professional Conduct, the course will consider the wider context technologies are developed within and teach students to be considerate in their role as ICT professionals.
A standard breakdown of the course can be expected to be:
- Introduction (week 1 - gives an overview of the course)
- Responsibility (2 weeks, ACM principles 1.1, 1.2, 1.4): this will cover the responsibility of computing professionals. It will explore the notion of harms in the context of complex, multi-stakeholder situations, where benefit and harm are contested.
- Personal Attributes (2 weeks, ACM principles 1.3, 1.5, 1.6 and 1.7): this will cover personal attributes and why these are important by covering a range of situations that challenge professional integrity and work out how to respond to such challenges.
- Society (3 weeks, ACM principles 3.1, 3.2, 3.6 and 3.7) this will cover the obligations of computing professionals to recognise broader social requirements on their actions, particularly in areas where decisions involve the creation of new infrastructures that will underpin the delivery of public services or they are likely to be incorporated into widely used privately-owned platforms.
- Leadership (2 weeks, ACM principles 3.3, 3.4 and 3.5) will cover leadership amongst computing professionals, the obligations on leaders to ensure their leadership is fair and benefits those who are being led. This section will include a reflection on how these materials are taught.
The course will use articles and research from the social sciences, alongside short case studies drawn from contemporary situations that illustrate how knowledge of the decision-making context influences professional conduct and decision-making. Students will develop analytical skills to identify the critical influences on professionals in a range of real-world situations.",10,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10022.htm,"Tech Ethics, Professional Conduct, Communication, Reasoning, Analytical Skills, Social Implications of Technology, ACM Code of Ethics, Professional Integrity, Leadership, Social Science Research Methods, Case Study Analysis, Decision-Making, ICT Professionalism"
University of Edinburgh,ed.ac.uk,Informatics,INFR10044,Honours Project (Informatics),"This is a major project and is intended to allow students to demonstrate their ability to organise and carry out a substantial piece of work. The project involves both the application of skills learnt in the past and the acquisition of new skills. Typical areas of activity will be: gathering and understanding background information; solving conceptual problems; design; implementation; experimentation and evaluation; writing up.
The project is conducted individually by the student under the supervision of a member of teaching staff. The project specification is usually provided by a member of staff, but students are also free to specify their own project. All project specifications must be approved by the Project Coordinator.
For a single honours Informatics degree, the project will normally involve the construction of an artefact, whether software, hardware, a robotic device, some other artefact incorporating computation, or some combination of these. This requirement does not necessar

Project dependent",40,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10044.htm,"Research Methods, Problem Solving, System Design, Implementation, Experimentation, Evaluation, Technical Writing, Academic Writing, Software Development, Hardware Development, Robotics, Computation"
University of Edinburgh,ed.ac.uk,Informatics,INFR10057,Software Testing,"This course further develops the introduction to testing in Informatics 2 - Software Engineering and Professional Practice. The course develops skills to select and apply a testing strategy and testing techniques that are appropriate to a particular development process, software system, or component. Class members will become capable users of test tools; will be able to assess the effectiveness of their testing activity; and will be able provide evidence to justify their evaluation. The course is assessed by portfolio demonstrating the achievement of the learning outcomes.
This course is based on the IEEE Software Engineering 2004 Software Testing syllabus.

Software testing is embedded in all software development processes and in recent years with the widespread adoption of DevOps and Continuous Integration, Delivery and Deployment, testing tools, automated testing, and the use of operational data in testing have become increasingly important.
The course includes the following topics:
Testing techniques and principles: Defects vs. failures, equivalence classes, boundary testing.
Types of defects.
Black-box vs. Structural testing.
Testing strategies: Unit testing, integration testing, profiling, test driven development.
State based testing; configuration testing; compatibility testing; web site testing.
Alpha, beta, and acceptance testing.
Coverage criteria.
Test instrumentation and tools.
Developing test plans.
Managing the testing process: Development Lifecycles
Problem reporting, tracking, and analysis.
Relevant QAA Computing Curriculum Sections: Software Engineering
Class members will take the development of tests for a small software project as their focus.  For students taking the Informatics Large Practical course we recommend they take the software developed there as their focus.  However, students are free to choose other software projects if they prefer.  The goal is to gain experience of the full spectrum of testing techniques, test planning, testing process and demonstrate that experience on the chosen software project.
Class members will work in groups of 10 and will be encouraged to share experience by providing comment and reviews of others work.  Weekly tutorials will be structured around different aspects of the course and the development of a portfolio describing the work done on the selected software project.
Each class member will develop an individual portfolio demonstrating they have achieved the learning outcomes of the course.   This will use work on the testing of their chosen software project as evidence, augmented by appropriate other evidence.  Acceptable kinds of evidence demonstrating achievement of the learning outcomes are diverse so part of the assessment is the design of the portfolio in advance of its construction.  There are two or three ""standard"" portfolio
designs but class members are encouraged to develop their own approaches that take account of their personal strengths and weaknesses.  Portfolio designs will include specific assessment criteria.
Each week there will be a group meeting, around 1-2 hours of recorded material covering the lecture material in the course.  Guest lectures given by a practitioner on their experience of testing in different contexts will illustrate the application of the concepts covered in the course in the development of a real-world product.",10,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10057.htm,"Equivalence class testing, Boundary value analysis, Black-box testing, Structural testing, Unit testing, Integration testing, Test-driven development, State-based testing, Configuration testing, Compatibility testing, Web site testing, Alpha testing, Beta testing, Acceptance testing, Coverage criteria, Test instrumentation, Test tools, Test plan development, Testing process management, Development lifecycle management, Defect reporting, Defect tracking, Defect analysis, DevOps, Continuous Integration, Continuous Delivery, Continuous Deployment, Automated testing, Operational data testing, Portfolio design, Technical writing, Academic writing, Oral presentation, Peer review, Group collaboration"
University of Edinburgh,ed.ac.uk,Informatics,INFR10067,Computer Security,"Computer Security is concerned with the protection of computer systems and their data from threats which may compromise integrity, availability, or confidentiality; the focus is on threats of a malicious nature rather than accidental. This course aims to give a broad understanding of computer security. Topics include security risks, attacks, prevention and defence methods; techniques for writing secure programs; an overview of the foundations for cryptography, security protocols and access control models.

The goal of this course is to introduce students to fundamental security concepts and offer them working knowledge of threats and counter-measures.
The topics covered in the course are:
-  Introduction:   fundamental  concepts,  access  control  models,  threat modelling.
-  Network security: basic networking concepts, DoS, Transport layer security, Link layer security, DNS attacks, Firewalls, Intrusion detection.
-  Usable  security:  basic  human  factors,  warning  design,  phishing,  authentication, device authentication.
-  Cryptography:   symmetric  ciphers,  asymmetric  ciphers,  MACs  and hash functions, digital signatures.
-  Cryptographic protocols:  identification, authentication and key agreement, SSL/TLS, anonymity protocols, TOR.
-  OS security:  OS concepts, memory and file system, access control, file permissions, memory safety, stack-based buffer overflows.
-  Malware:  viruses, trojan horses, worms, rootkits.
-  Web security: WWW basics, client-side attacks, session hijacking XSS, CSRF, defences, server-side attacks, SQL injection, RFI, LFI.",20,undergraduate,https://www.drps.ed.ac.uk/25-26/dpt/cxinfr10067.htm,"Threat modeling, Access control models, Secure coding practices, Cryptography fundamentals, Symmetric encryption, Asymmetric encryption, Message Authentication Codes (MAC), Hash functions, Digital signatures, Authentication and key agreement, SSL/TLS, Anonymity protocols, Tor network, Network security fundamentals, Denial-of-Service mitigation, Link layer security, DNS attack mitigation, Firewall configuration, Intrusion detection systems, Human factors in security, Warning design, Phishing detection, Authentication mechanisms, Device authentication, Operating system security, Memory management security, File system security, File permissions management, Memory safety techniques, Stack-based buffer overflow prevention, Malware analysis, Virus detection, Trojan horse mitigation, Worm containment, Rootkit detection, Web security fundamentals, Cross-site scripting prevention, Cross-site request forgery prevention, Session hijacking mitigation, SQL injection prevention, Remote file inclusion mitigation, Local file inclusion mitigation, Client-side attack defense, Server-side attack defense, WWW basics, Basic networking concepts, Transport layer security, Identification protocols, Key agreement protocols"
