source,job_id,job_title,company,location,posted_date,url,salary_min_raw,salary_max_raw,parsed_title,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,hard_skills,soft_skills,education,job_category
LinkedIn,4391833789.0,Frontend Developer,Robert Half,"Raleigh, NC",30-03-26,https://www.linkedin.com/jobs/view/4391833789,,,Frontend Developer,mid,2.0,full-time,unknown,,,"web applications, AI model integration, agent-based systems, Angular, React, AWS, APIs, reusable components, state management, responsive design, performance optimization, S3, CloudFront, API Gateway, Lambda, Amplify, code review, debugging, testing, UX/UI, sprint planning, Agile, Node.js, NPM, Yarn, Git, unit testing, AI agents, vector databases, embeddings, model inference, SageMaker, Cognito, GraphQL, WebSockets, prompt engineering, AI observability tools","growth mindset, collaboration, attention to detail, problem-solving",unknown,software-eng
LinkedIn,4376080617.0,Frontend Developer,Project OnDemand,"Chicago, IL",09-04-26,https://www.linkedin.com/jobs/view/4376080617,,,Frontend Developer (Transportation & Logistics Focus),mid,3.0,full-time,hybrid,,,"user experience design, HTML, CSS, JavaScript, React, Figma, Adobe XD, Sketch, responsive design, wireframes, prototypes, Angular, Vue, RESTful APIs, accessibility, performance optimization, cross-browser compatibility, Agile, usability testing, API-driven applications, transportation and logistics, TMS platforms, ELD/telematics","collaboration, communication",unknown,software-eng
LinkedIn,4392899349.0,Frontend Developer,MSR Technology Group,Washington DC-Baltimore Area,01-04-26,https://www.linkedin.com/jobs/view/4392899349,,,Front End Angular Developer with .net,senior,,contract,onsite,,,"Angular, .net, .Net Framework, C#, SQL Server, SDLC, performance optimization, quality assurance, Azure",problem-solving,unknown,software-eng
LinkedIn,4397357510.0,Frontend Engineer,Avoca,"New York, NY",03-04-26,https://www.linkedin.com/jobs/view/4397357510,,,Frontend Engineer,mid,4.0,full-time,onsite,170000.0,270000.0,"React, Next.js, TypeScript, Tailwind CSS, AI, LLMs, testing, monitoring","product mindset, ownership, customer-focused, collaboration, business acumen, prioritization, adaptability, autonomy, resilience",unknown,software-eng
LinkedIn,4398434360.0,Frontend Developer,UST,"Bellevue, WA",08-04-26,https://www.linkedin.com/jobs/view/4398434360,,,Frontend Developer Lead,lead,,full-time,unknown,,,"React, Material UI, Redux Toolkit, data grids, charts, date pickers, code splitting, memoization, profiling, React Router, accessibility, WCAG, ARIA, TypeScript, Axios, Webpack, Babel, Jest, React Testing Library, unit testing, integration testing, mocking, TipTap, MapLibre GL, geospatial visualizations, TanStack React Query, performance profiling, CI/CD, Gitlab CI/CD","problem-solving, creative thinking, innovation, agility",unknown,software-eng
LinkedIn,4397664203.0,Frontend Developer,"Entangl, Inc.","San Francisco, CA",10-04-26,https://www.linkedin.com/jobs/view/4397664203,,,Frontend Developer,mid,3.0,full-time,unknown,,,"JavaScript, TypeScript, Svelte, frontend frameworks, design systems, API integration, code review, CI/CD, version control, Git","collaboration, mentorship, user-centric mindset, empathy, communication, continuous learning, adaptability, problem-solving, attention to detail, autonomy, teamwork",bachelor,software-eng
LinkedIn,4368277299.0,Front End Software Engineer,Next Insurance,"Boston, MA",09-04-26,https://www.linkedin.com/jobs/view/4368277299,,,Front End Software Engineer,mid,3.0,full-time,hybrid,,,"AI, LLMs, web applications, responsive design, UI/UX design, frontend architecture, API integration, cloud platforms, code review, unit testing, JavaScript, HTML5, CSS3, Angular, RxJS, Node.js, REST APIs, JSON, GraphQL, SQL Server, MySQL","mentorship, ownership, problem-solving, passion for coding, collaboration, time management, growth mindset",bachelor,software-eng
LinkedIn,4398601635.0,Frontend Developer (Remote),Twine,United States,08-04-26,https://www.linkedin.com/jobs/view/4398601635,,,Frontend Developer,unknown,,contract,remote,,,"responsive design, API integration, testing, React, Vue, frontend frameworks, HTML5, CSS3, JavaScript, TypeScript, version control, Git, accessibility, e-commerce platforms","collaboration, communication, autonomy, time management",unknown,software-eng
LinkedIn,4401006360.0,React Software Developer (Part-Time),Aretum,"McLean, VA",12-04-26,https://www.linkedin.com/jobs/view/4401006360,,,React Software Developer,junior,2.0,part-time,unknown,,,"React, Keycloak, identity and access management (IAM), HTML, CSS, REST APIs, responsive design, accessibility, WCAG, accessibility testing, JAWS screen reader, CI/CD, Git, web applications, software documentation, debugging, cross-browser compatibility, Agile, Scrum, Java, UI/UX design","collaboration, problem-solving, attention to detail, autonomy",bachelor,software-eng
LinkedIn,4386928162.0,Frontend Developer,Franklin Fitch,"New York, United States",17-03-26,https://www.linkedin.com/jobs/view/4386928162,,,"Senior Frontend Application Developer (TypeScript, UX, Enterprise Platforms)",senior,5.0,full-time,onsite,120000.0,200000.0,"TypeScript, frontend architecture, API integration, SAP, Salesforce, component libraries, UX/UI design, accessibility, Palantir Foundry, no-code/low-code tools, Git, CI/CD, performance optimization, responsive design, cross-browser compatibility, prototyping, React, Angular, Vue, frontend frameworks, data models","ownership, product thinking, collaboration, autonomy",unknown,software-eng
LinkedIn,4385600847.0,Frontend Developer,Akkodis,"Dearborn, MI",16-03-26,https://www.linkedin.com/jobs/view/4385600847,,,Frontend Developer (Mobile App),senior,10.0,contract,unknown,166400.0,172640.0,"mobile app development, UI mockups, prototyping, HTML, CSS, JavaScript, React, Angular, automated testing, performance optimization, cross-browser compatibility, SEO, accessibility, responsive design, TypeScript, Tailwind CSS, HTML5, CSS3, UI components, Node.js, Express, PostgreSQL, REST APIs, Docker, Git, version control, code review, frontend architecture","collaboration, user-centric mindset",unknown,software-eng
LinkedIn,4389820581.0,Frontend Developer,Robert Half,"Hudson, MA",24-03-26,https://www.linkedin.com/jobs/view/4389820581,,,Front-End Developer w/ C#,mid,,full-time,unknown,,,"Vue.js, React, Angular, C#, .NET, web applications, UI development, API integration, frontend architecture, performance optimization, accessibility, cross-browser compatibility, REST APIs, code review, system design, JavaScript, TypeScript, HTML5, CSS3, Webpack, Vite, npm, JSON, UI component libraries, Vuetify, Material UI, Bootstrap, Azure, AWS, cloud platforms, CI/CD, DevOps, SQL, NoSQL, responsive design","collaboration, problem-solving, attention to detail",unknown,software-eng
LinkedIn,4389685519.0,Frontend Engineer - HyperDX,ClickHouse,United States,25-03-26,https://www.linkedin.com/jobs/view/4389685519,,,Frontend Engineer - HyperDX,senior,5.0,full-time,remote,,,"frontend architecture, debugging, monitoring, open-source, UI design, data visualization, JavaScript, TypeScript, React.js, Next.js, observability, developer tools","ownership, collaboration, problem-solving, adaptability, impact-driven, continuous learning, passion, autonomy",unknown,software-eng
LinkedIn,4342524372.0,Front-End Engineer,Monks,"Austin, TX",26-03-26,https://www.linkedin.com/jobs/view/4342524372,,,Front-End Engineer,senior,,full-time,unknown,,,"system architecture, React, Server-Side Rendering (SSR), UI components, Headless CMS, API integration, TypeScript, Next.js, Remix, CSS, Tailwind CSS, CSS Modules, JSON Schemas, unit testing, Jest, React Testing Library, Storybook, Git, NPM, Artifactory, package management, performance optimization, accessibility, WCAG, SEO","adaptability, collaboration, attention to detail",unknown,software-eng
LinkedIn,4392935409.0,Jr. Web Developer,Bridgeway,"Coraopolis, PA",31-03-26,https://www.linkedin.com/jobs/view/4392935409,,,Web Developer,junior,2.0,unknown,onsite,,,"web applications, Java, JavaScript, CSS, jQuery, XML, JSON, ColdFusion, SQL, UI/UX design, OOP, IT security, SDLC, application testing","collaboration, learning mindset, documentation, creativity, innovation, communication, adaptability, analytical skills, problem-solving",bachelor,software-eng
LinkedIn,4346015550.0,"Senior Frontend Engineer, Atlas AI",Cognite,"Phoenix, AZ",10-04-26,https://www.linkedin.com/jobs/view/4346015550,,,"Senior Frontend Engineer, Atlas AI",senior,,unknown,onsite,,,"AI, frontend architecture, graph queries, UI/UX design, JavaScript, TypeScript, React, Angular, Vue.js, frontend frameworks, cloud development, Kubernetes, Docker, Azure, AWS, GCP, GraphQL, graph databases, mobile development, backend development, Kotlin, Java, Python","speed, ownership, problem-solving, collaboration, prioritization, code quality",unknown,software-eng
LinkedIn,4396830961.0,Software Developer with React,"The Marlin Alliance, Inc.","San Diego, CA",02-04-26,https://www.linkedin.com/jobs/view/4396830961,,,Software Developer with React,junior,,unknown,onsite,80000.0,110000.0,"React, TypeScript, Git, version control, Scrum, open-source contribution, C#, C, C++, Java, full-stack development, web frameworks, databases","problem-solving, code quality, agile mindset, solution-oriented",bachelor,software-eng
LinkedIn,4384749938.0,Web Developer,OpenZeppelin,United States,18-03-26,https://www.linkedin.com/jobs/view/4384749938,,,Web Developer,mid,,unknown,remote,,,"blockchain, smart contracts, security, web development, website maintenance, CMS migration, HubSpot, Next.js, Webflow, system design, interactive web applications, live code playgrounds, dashboards, ROI calculators, SEO, AIO, schema markup, structured data, Core Web Vitals, generative search, web infrastructure, CI/CD, staging environments, CDN, monitoring, landing page development, lead capture tools, smart CTAs, engagement widgets","ownership, attention to detail, speed, reliability, collaboration",unknown,software-eng
LinkedIn,4386466659.0,JavaScript Software Engineer - REMOTE - Build Chrome Extensions to make Healthcare great Again,MIDDLE8,United States,17-03-26,https://www.linkedin.com/jobs/view/4386466659,,,JavaScript Software Engineer - Build Chrome Extensions to make Healthcare great Again,mid,,unknown,remote,200000.0,200000.0,"AI, Chrome extensions, browser APIs, Vue.js, Vuex, Vue Router, frontend architecture, JavaScript, TypeScript, Webpack, Vite, API integration, authentication, AI integration","adaptability, learning mindset, ownership, collaboration, autonomy, trust, creativity",unknown,software-eng
LinkedIn,4370722260.0,"Frontend Engineer, Merchant Systems",Whatnot,"New York, NY",26-03-26,https://www.linkedin.com/jobs/view/4370722260,,,"Frontend Engineer, Merchant Systems",mid,3.0,unknown,hybrid,,,"frontend development, React, GraphQL, API development, frontend frameworks, Next.js, web development, mobile development, native mobile development, pixel-perfect design","problem-solving, adaptability, initiative, curiosity, results-oriented, user-focused, product sense, communication, ownership",bachelor,software-eng
LinkedIn,4400533761.0,Front-End Developer (React / Next.js),"Orpine Inc, an Inc 5000 Company",United States,10-04-26,https://www.linkedin.com/jobs/view/4400533761,,,Front-End Developer (React / Next.js),mid,,unknown,remote,,,"React, Next.js, Jest, unit testing, accessibility, WCAG, Faust.js, responsive design, performance optimization, JavaScript, HTML5, CSS3, REST APIs, Git, version control, SEO, headless CMS, Core Web Vitals","passion, code quality, collaboration",unknown,software-eng
LinkedIn,4400962620.0,Frontend JavaScript Engineer,Alignerr,"Seattle, WA",12-04-26,https://www.linkedin.com/jobs/view/4400962620,,,Frontend JavaScript Engineer (AI Training),mid,3.0,contract,remote,,,"JavaScript, AI, DOM manipulation, responsive design, interactive UIs, async/await, closures, event loop, React, Vue.js, Node.js, data labeling, RLHF, AI training, testing frameworks, code review, performance profiling, technical writing, documentation","critical thinking, attention to detail, code quality, autonomy, systematic thinking, communication",bachelor,software-eng
LinkedIn,4380471114.0,Front End Engineer,The Cypress Group,"San Francisco, CA",01-04-26,https://www.linkedin.com/jobs/view/4380471114,,,Front End Engineer,senior,5.0,unknown,hybrid,,,"data analytics, AI, React, TypeScript, Cursor, Claude, Python, Django, SDLC, SaaS, document management systems, data privacy, security",,bachelor,software-eng
LinkedIn,4390748107.0,Front-End Developer,Harnham,"New York, NY",26-03-26,https://www.linkedin.com/jobs/view/4390748107,,,Front-End Developer,junior,2.0,unknown,onsite,,,"CSS, Next.js, TypeScript, pixel-perfect design, responsive design, component-based architecture, design systems, REST APIs, GraphQL, Storybook, performance optimization, SEO, accessibility, WCAG, headless CMS, Strapi, component libraries",,unknown,software-eng
LinkedIn,4395843707.0,Frontend Developer,US Tech Solutions,"Fort Lauderdale, FL",31-03-26,https://www.linkedin.com/jobs/view/4395843707,,,Frontend Developer,mid,2.0,contract,hybrid,,,"Angular, TypeScript, HTML5, CSS/SCSS, component-based UIs, responsive UI, accessible UI, SDLC, SAFe, Agile, code reviews, debugging, GitHub, Jira, RxJS, state management, modular UI patterns, Git, enterprise tooling, automated builds/deployments, WCAG, Scrum","collaboration, documentation, knowledge transfer",bachelor,software-eng
LinkedIn,4390271345.0,Front-End Engineer,Veryable,"Dallas, TX",25-03-26,https://www.linkedin.com/jobs/view/4390271345,,,Front-End Engineer,junior,1.0,full-time,unknown,,,"React, HTML, CSS, JavaScript, TypeScript, code architecture, state management, testing, deployment, UI design, cross-browser compatibility, web applications","ownership, collaboration, problem-solving, adaptability",unknown,software-eng
LinkedIn,4390614858.0,Frontend Engineer II - SRC - Music,Spotify,"New York, NY",25-03-26,https://www.linkedin.com/jobs/view/4390614858,,,Frontend Engineer II - SRC - Music,mid,,full-time,remote,,,"TypeScript, React, web applications, application state management, data flows, API integration, REST APIs, gRPC, GraphQL, responsive design, pagination, streaming data, error handling, accessible user experiences, enterprise applications, B2B applications, unit testing, integration testing, end-to-end testing, API design, frontend architecture","collaboration, ownership, learning, experimentation, growth mindset, problem-solving",unknown,software-eng
LinkedIn,4314172474.0,Senior Frontend Engineer,Cline,"San Francisco, CA",03-04-26,https://www.linkedin.com/jobs/view/4314172474,,,Senior Frontend Engineer,senior,6.0,full-time,unknown,225000.0,250000.0,"React, Next.js, TypeScript, real-time UIs, API integration, design system, component library, performance optimization, accessibility, IDEs, Git, CI/CD, frontend architecture, LLM","ownership, collaboration, communication, product mindset, mentorship",unknown,software-eng
LinkedIn,4386584455.0,Software Engineer,Twilio,United States,07-04-26,https://www.linkedin.com/jobs/view/4386584455,,,Software Engineer,mid,3.0,full-time,remote,,,"SDK APIs, web products, testing, versioning, documentation, backward compatibility, migration paths, performance optimization, reliability, security, authentication, authorization","ownership, collaboration, problem-solving, adaptability, mentorship, knowledge-sharing",unknown,software-eng
LinkedIn,4389432342.0,"Senior Frontend Developer, 3D - Web",Zillow,United States,24-03-26,https://www.linkedin.com/jobs/view/4389432342,,,"Senior Frontend Developer, 3D - Web",senior,,full-time,remote,160900.0,257100.0,"React, Redux, TypeScript, Three.js, React Three Fiber, WebGL, 3D rendering, frontend architecture, web performance, accessibility, reliability, server-side rendering, monitoring, observability, Node.js, GitLab, AWS, S3, CloudFront, webpack, code splitting, Sentry, automated testing, end-to-end testing, Cypress, Playwright, computer vision, machine learning","collaboration, mentorship",unknown,software-eng
LinkedIn,4390048175.0,Frontend Developer,Mastech Digital,"Dallas, TX",25-03-26,https://www.linkedin.com/jobs/view/4390048175,,,Frontend Developer,senior,5.0,full-time,unknown,,,"JavaScript, TypeScript, Angular, micro frontends, RxJS, asynchronous programming, testing, debugging, documentation, Agile, Node.js, Linux, DevOps, Maven, Gradle, Jenkins, NPM, OCP, Git, unit testing, Jasmine, Karma, accessibility (a11y), NVDA, Axe, CSS, SASS","collaboration, communication, adaptability",unknown,software-eng
LinkedIn,4089515367.0,"Software Engineer, Frontend (Coinbase One)",Coinbase,United States,11-04-26,https://www.linkedin.com/jobs/view/4089515367,,,"Software Engineer, Frontend (Coinbase One)",junior,2.0,full-time,unknown,,,"JavaScript, React, component-based JS frameworks, web apps, front-end architecture, performance, security, usability, testing","collaboration, inclusion",unknown,software-eng
LinkedIn,4369133802.0,Front End Web and Mobile Software Developer,"Comfort Medical, LLC","Coral Springs, FL",10-04-26,https://www.linkedin.com/jobs/view/4369133802,,,Front End Web and Mobile Software Developer,mid,,full-time,unknown,,,"Optimizely CMS, responsive design, JavaScript, HTML5, CSS3, React, Vue.js, Angular, cross-browser compatibility, mobile-first design, .NET Razor Pages, MVC, MVVM, React Native, JWT, authentication, authorization, API integration, Azure Entra External ID, front-end security, XSS, CSRF, HIPAA, security audits, RESTful APIs, Postman, API testing, performance optimization, accessibility (WCAG), SEO, code reviews, sprint planning, architectural discussions, troubleshooting","collaboration, documentation, proactive approach, communication",unknown,software-eng
LinkedIn,4389447502.0,Frontend Engineer | $110/hr,Mercor,United States,24-03-26,https://www.linkedin.com/jobs/view/4389447502,,,Frontend Engineer,mid,,contract,remote,166400.0,228800.0,"API design, unit testing, architectural patterns, large-scale software applications, Python, JavaScript, Hack, Java, Kotlin, Android SDK, Objective-C, C++, Swift, iOS SDK, multithreaded programming, mobile memory management, backend integration","collaboration, ownership, communication",unknown,software-eng
LinkedIn,4393513376.0,Web Developer,Evertreen,United States,31-03-26,https://www.linkedin.com/jobs/view/4393513376,,,Web Developer,junior,1.0,unknown,unknown,,,"HTML, CSS, JavaScript, Java, PHP, NodeJS, Python, Ruby, SDLC","problem-solving, collaboration, initiative, leadership, multitasking, organization, prioritization, ownership",bachelor,software-eng
LinkedIn,4400654230.0,eComm Front End Developer,Dillard's,"Little Rock, AR",10-04-26,https://www.linkedin.com/jobs/view/4400654230,,,eComm Front End Developer,mid,2.0,full-time,onsite,,,"React, Next JS, JavaScript, CSS, HTML5, Bootstrap, Node.js, npm, Webpack, Figma, Adobe XD, Photoshop, Illustrator, Agile","collaboration, problem-solving, cross-functional collaboration, attention to detail, work ethic, multitasking, autonomy, adaptability",unknown,software-eng
LinkedIn,4389269783.0,Web Application Developer,Kforce Inc,"Kansas City, MO",23-03-26,https://www.linkedin.com/jobs/view/4389269783,,,Web Application Developer,senior,,contract,unknown,,,"React, .NET, MVC, frontend frameworks, web applications, UI","collaboration, communication, autonomy, initiative, comprehension",unknown,software-eng
LinkedIn,4399819644.0,Front-End Engineer (React),JPS Tech Solutions,"Atlanta, GA",09-04-26,https://www.linkedin.com/jobs/view/4399819644,,,Front-End Engineer (React),senior,10.0,contract,hybrid,,,"React, JavaScript, TypeScript, AWS, Azure, frontend architecture, UI, performance optimization, CI/CD, DevOps, Git, version control, accessibility, security, UI/UX","leadership, cross-functional collaboration, mentorship, communication",bachelor,software-eng
LinkedIn,4266777242.0,Senior Frontend Engineer,Boson AI,"Santa Clara, CA",30-03-26,https://www.linkedin.com/jobs/view/4266777242,,,Senior Frontend Engineer,senior,3.0,unknown,unknown,,,"full-stack web development, HTML5, JavaScript, TypeScript, Next.js, React.js, data visualization, RDBMS, NoSQL, third-party integrations, security, SDLC, backend services, API integration, performance optimization, scalability, responsive design","leadership, attention to detail",bachelor,software-eng
LinkedIn,4380632495.0,Frontend Software Engineer - AI Platform Leader,Andiamo,"San Francisco, CA",27-03-26,https://www.linkedin.com/jobs/view/4380632495,,,Frontend Software Engineer - AI Platform Leader,mid,2.0,unknown,unknown,,,"React, TypeScript, JavaScript, HTML, CSS, frontend frameworks, state management, web applications, API integration, responsive design, accessibility, code review, CI/CD","collaboration, attention to detail, communication",bachelor,software-eng
LinkedIn,4388315031.0,Junior Web Developer,Discovery Senior Living,"Bonita Springs, FL",20-03-26,https://www.linkedin.com/jobs/view/4388315031,,,Junior Web Developer,junior,2.0,unknown,unknown,,,"WordPress, HubSpot, HTML, CSS, JavaScript, .Net, Node.js, CMS, UI, SEO, CRM, marketing automation, responsive design, UI/UX, technical documentation","problem-solving, analytical skills, critical thinking, collaboration, autonomy, communication, attention to detail",bachelor,software-eng
LinkedIn,4304451186.0,Web Application Developer,DataAnnotation,"Indiana, United States",04-04-26,https://www.linkedin.com/jobs/view/4304451186,,,Web Application Developer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","attention to detail, problem-solving, communication",bachelor,software-eng
LinkedIn,4395138756.0,"Software Engineer, Frontend/Fullstack",WisdomAI,"San Mateo, CA",30-03-26,https://www.linkedin.com/jobs/view/4395138756,,,"Software Engineer, Frontend/Fullstack",unknown,,unknown,unknown,150000.0,300000.0,"node.js, react, typescript, UI, data visualization, UI/UX, data analytics","collaboration, stakeholder management, leadership",bachelor,software-eng
LinkedIn,4369989037.0,Web Developer,Elliott Davis,"Nashville, TN",12-04-26,https://www.linkedin.com/jobs/view/4369989037,,,Web Developer,senior,5.0,unknown,unknown,,,"full-stack web development, HTML, CSS, JavaScript, Webflow, HubSpot, UI, security, version control, release management, responsive design, debugging, UI/UX, SEO, CRO (conversion rate optimization), performance optimization, accessibility","collaboration, cross-functional collaboration",unknown,software-eng
LinkedIn,4388570083.0,Web Developer,GlobalPoint,"Richmond, VA",20-03-26,https://www.linkedin.com/jobs/view/4388570083,,,Web Developer,unknown,,contract,onsite,,,"Angular, React, Java, REST APIs, SDLC, system design, unit testing",collaboration,unknown,software-eng
LinkedIn,4400962610.0,Frontend TypeScript Engineer,Alignerr,"Seattle, WA",12-04-26,https://www.linkedin.com/jobs/view/4400962610,,,Frontend TypeScript Engineer (AI Training),senior,3.0,contract,remote,,,"TypeScript, React, Angular, Next.js, Nuxt.js, Node.js, web architecture, type-driven development, frontend system design, code review, data annotation, model evaluation, AI training, software architecture, design patterns","written communication, attention to detail, autonomy, critical thinking",bachelor,software-eng
LinkedIn,4386531034.0,React Developer,KellyMitchell Group,"Wayzata, MN",16-03-26,https://www.linkedin.com/jobs/view/4386531034,,,React Developer,unknown,,full-time,hybrid,150000.0,160000.0,"React, frontend development, GenAI, C#, API integration, responsive design, UI","collaboration, communication, adaptability",unknown,software-eng
LinkedIn,4398844213.0,Full Time Only: React Developer,Visionary Innovative Technology Solutions LLC,"Irving, TX",09-04-26,https://www.linkedin.com/jobs/view/4398844213,,,React Developer,unknown,,full-time,hybrid,,,"Java, React, JavaScript, DOM, Redux, Context API, MobX, REST APIs, Webpack, Babel, JSON, JWT, HTML5, CSS3, Git, Azure, TypeScript, CI/CD, Jest, Enzyme, React Testing Library, Next.js, responsive design, server-side rendering","problem-solving, debugging",unknown,software-eng
LinkedIn,4387081641.0,Software Engineer - Frontend,Qualified Health,"Palo Alto, CA",23-03-26,https://www.linkedin.com/jobs/view/4387081641,,,Software Engineer - Frontend,senior,5.0,full-time,unknown,,,"HTML5, CSS, JavaScript, React, Vite, responsive design, cross-browser compatibility, performance optimization, accessibility (a11y), Tailwind, Shadcn, design systems, REST APIs, GraphQL, API integration, Jest, React Testing Library, Playwright, Agile, data visualization, D3.js, Chart.js, Webpack, NPM, Github Actions, microservices, SaaS, AI, code review, architecture","problem-solving, attention to detail, communication, collaboration, user-centric mindset",bachelor,software-eng
LinkedIn,4397315186.0,Frontend Software Engineer,Edison Scientific,"San Francisco, CA",03-04-26,https://www.linkedin.com/jobs/view/4397315186,,,Frontend Software Engineer,senior,4.0,full-time,onsite,175000.0,240000.0,"AI, frontend architecture, UI, performance optimization, React, JavaScript, TypeScript, browser rendering pipelines, WebSockets, GraphQL, D3.js, Deck.gl, Three.js, data visualization, design systems, accessibility (a11y), responsive design, code review, backend integration",collaboration,unknown,software-eng
LinkedIn,4369275828.0,Software Engineer - Frontend,Leggett & Platt,"Lenexa, KS",10-04-26,https://www.linkedin.com/jobs/view/4369275828,,,Software Engineer - Frontend,mid,3.0,full-time,hybrid,,,"web applications, UI design, design systems, technical design patterns, Tailwind CSS, unit testing, integration testing, Scrum, Sprint planning, Backlog grooming, React, TypeScript, JavaScript, frontend frameworks, Agile, Git, CI/CD, CSS, SCSS",collaboration,bachelor,software-eng
LinkedIn,4390239741.0,"Frontend Engineer (Angular, Typescript, Figma)",TEK Connexion,"Pittsburgh, PA",25-03-26,https://www.linkedin.com/jobs/view/4390239741,,,Frontend Engineer,senior,,unknown,onsite,,,"Agile, UI, Microapp Development, Angular, TypeScript, Figma, design systems, Storybook, Bitbucket, Jenkins, CI/CD, web accessibility (a11y), system design, software testing","communication, collaboration",bachelor,software-eng
LinkedIn,4392002808.0,Web Developer,Lucas Museum of Narrative Art,"Los Angeles, CA",27-03-26,https://www.linkedin.com/jobs/view/4392002808,,,Web Developer,unknown,,unknown,unknown,,,"Laravel, CMS, analytics, API integration, NetX, design system, deployments, monitoring, performance optimization, SSL, security, backup systems, disaster recovery, web APIs","problem-solving, flexibility",unknown,software-eng
LinkedIn,4317460401.0,Fullstack Engineer,Atticus,"Los Angeles, CA",12-04-26,https://www.linkedin.com/jobs/view/4317460401,,,Fullstack Engineer,unknown,,full-time,unknown,,,"web applications, performance optimization, system design, code review, testing",collaboration,unknown,software-eng
LinkedIn,4363182429.0,Full Stack Software Engineer 5 - Member Experience Core Systems,Netflix,United States,27-03-26,https://www.linkedin.com/jobs/view/4363182429,,,Full Stack Software Engineer - Member Experience Core Systems,senior,,full-time,unknown,388000.0,558000.0,"frontend frameworks, React, TypeScript, Java, Python, Go, REST APIs, GraphQL, distributed systems, ML, GenAI, LLMs, RAG, debugging, tooling","collaboration, communication, ownership",master,software-eng
LinkedIn,4344489726.0,Frontend Software Engineer,Outset,"San Francisco, CA",04-04-26,https://www.linkedin.com/jobs/view/4344489726,,,Frontend Software Engineer,mid,3.0,full-time,onsite,160000.0,300000.0,"React, Next.js, JavaScript, TypeScript, web applications, responsive design, REST APIs, GraphQL, API integration, UI/UX, real-time data visualization, WebRTC, frontend performance optimization, system design","collaboration, strategic thinking, leadership, user interaction",unknown,software-eng
LinkedIn,4397356666.0,Full Stack Engineer,CodeRabbit,"San Francisco, CA",03-04-26,https://www.linkedin.com/jobs/view/4397356666,,,Full Stack Engineer,mid,3.0,full-time,unknown,,,"React, TypeScript, Node.js, APIs, distributed systems, AWS, GCP, containerization, CI/CD, observability, testing, version control, code review, LLMs, developer tools, real-time systems","systems thinking, product mindset, ownership, collaboration, mentorship, decision-making",bachelor,software-eng
LinkedIn,4388562304.0,Full Stack Developer,GlobalPoint,"Indianapolis, IN",20-03-26,https://www.linkedin.com/jobs/view/4388562304,,,Full Stack Developer,mid,,contract,onsite,,,"MuleSoft, APIs, Dynamics 365, .NET, Talend, Azure, system design, design patterns, Agile","communication, collaboration",unknown,software-eng
LinkedIn,4264052074.0,Full Stack Engineer,Wonderschool,"San Francisco, CA",24-03-26,https://www.linkedin.com/jobs/view/4264052074,,,Full Stack Engineer,senior,6.0,full-time,unknown,,,"React, TypeScript, JavaScript, data models, AI, SDLC, architecture, test coverage, debugging, scalability, automation, tooling","ownership, experimentation, collaboration, problem-solving, rapid iteration, continuous improvement",unknown,software-eng
LinkedIn,4392171012.0,Frontend Developer,GSOBA,"Los Angeles, CA",31-03-26,https://www.linkedin.com/jobs/view/4392171012,,,Frontend Developer,unknown,,full-time,unknown,,,,"innovation, strategic thinking, mentorship",unknown,software-eng
LinkedIn,4309812075.0,Full Stack Developer,DataAnnotation,"Minnesota, United States",27-03-26,https://www.linkedin.com/jobs/view/4309812075,,,Full Stack Developer,junior,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, attention to detail",bachelor,software-eng
LinkedIn,4352641605.0,"Frontend Engineer, Dotcom (Marketing)",OpenAI,Buffalo-Niagara Falls Area,08-04-26,https://www.linkedin.com/jobs/view/4352641605,,,"Frontend Engineer, Dotcom (Marketing)",mid,,full-time,unknown,,,"TypeScript, Next.js, Remix, React, JavaScript, CSS, data visualization, web applications, frontend architecture, testing, deployment","collaboration, learning, adaptability, communication",unknown,software-eng
LinkedIn,4387695795.0,Full-Stack Software Engineer,SiPhox Health,"Massachusetts, United States",19-03-26,https://www.linkedin.com/jobs/view/4387695795,,,Full-Stack Software Engineer,senior,,full-time,unknown,,,"AI, LLM, AWS, GCP, Azure, distributed systems, cloud architecture, scalability, UI/UX, prototyping, testing, observability","first principles thinking, ownership, collaboration, product instinct, communication, bias for action, autonomy",bachelor,software-eng
LinkedIn,4326557735.0,Associate Full Stack Developer,Hub Group,"Oak Brook, IL",12-04-26,https://www.linkedin.com/jobs/view/4326557735,,,Associate Full Stack Developer,junior,2.0,full-time,onsite,85467.0,85467.0,"MEAN stack, Node.js, Angular, Spring MVC, Bootstrap, JavaScript, SQL, HTML, CSS, LESS, SASS, web applications, mobile applications, REST APIs, JAX-WS, Web Services, HTTP, JSON, NoSQL, SOA, NPM, unit testing, integration testing, Git, JIRA","collaboration, problem-solving",bachelor,software-eng
LinkedIn,4309805228.0,Full Stack Developer,DataAnnotation,"Virginia, United States",27-03-26,https://www.linkedin.com/jobs/view/4309805228,,,Full Stack Developer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, detail-oriented",bachelor,software-eng
