job_id,source,url,job_title,parsed_title,company,location,posted_date,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,salary_midpoint,hard_skills,soft_skills,education,job_category
4369275828,LinkedIn,https://www.linkedin.com/jobs/view/4369275828,Software Engineer - Frontend,Software Engineer - Frontend,Leggett & Platt,"Lenexa, KS",2026-04-10,mid,3.0,full-time,hybrid,,,,"web applications, UI design, design systems, technical design patterns, Tailwind CSS, unit testing, integration testing, Scrum, Sprint planning, Backlog grooming, React, TypeScript, JavaScript, frontend frameworks, Agile, Git, CI/CD, CSS, SCSS",collaboration,bachelor,software-eng
4390239741,LinkedIn,https://www.linkedin.com/jobs/view/4390239741,"Frontend Engineer (Angular, Typescript, Figma)",Frontend Engineer,TEK Connexion,"Pittsburgh, PA",2026-03-25,senior,,unknown,onsite,,,,"Agile, UI, Microapp Development, Angular, TypeScript, Figma, design systems, Storybook, Bitbucket, Jenkins, CI/CD, web accessibility (a11y), system design, software testing","communication, collaboration",bachelor,software-eng
4392002808,LinkedIn,https://www.linkedin.com/jobs/view/4392002808,Web Developer,Web Developer,Lucas Museum of Narrative Art,"Los Angeles, CA",2026-03-27,unknown,,unknown,unknown,,,,"Laravel, CMS, analytics, API integration, NetX, design system, deployments, monitoring, performance optimization, SSL, security, backup systems, disaster recovery, web APIs","problem-solving, flexibility",unknown,software-eng
4317460401,LinkedIn,https://www.linkedin.com/jobs/view/4317460401,Fullstack Engineer,Fullstack Engineer,Atticus,"Los Angeles, CA",2026-04-12,unknown,,full-time,unknown,,,,"web applications, performance optimization, system design, code review, testing",collaboration,unknown,software-eng
4363182429,LinkedIn,https://www.linkedin.com/jobs/view/4363182429,Full Stack Software Engineer 5 - Member Experience Core Systems,Full Stack Software Engineer - Member Experience Core Systems,Netflix,United States,2026-03-27,senior,,full-time,unknown,388000.0,558000.0,473000.0,"frontend frameworks, React, TypeScript, Java, Python, Go, REST APIs, GraphQL, distributed systems, ML, GenAI, LLMs, RAG, debugging, tooling","collaboration, communication, ownership",master,software-eng
4344489726,LinkedIn,https://www.linkedin.com/jobs/view/4344489726,Frontend Software Engineer,Frontend Software Engineer,Outset,"San Francisco, CA",2026-04-04,mid,3.0,full-time,onsite,160000.0,300000.0,230000.0,"React, Next.js, JavaScript, TypeScript, web applications, responsive design, REST APIs, GraphQL, API integration, UI/UX, real-time data visualization, WebRTC, frontend performance optimization, system design","collaboration, strategic thinking, leadership, user interaction",unknown,software-eng
4397356666,LinkedIn,https://www.linkedin.com/jobs/view/4397356666,Full Stack Engineer,Full Stack Engineer,CodeRabbit,"San Francisco, CA",2026-04-03,mid,3.0,full-time,unknown,,,,"React, TypeScript, Node.js, APIs, distributed systems, AWS, GCP, containerization, CI/CD, observability, testing, version control, code review, LLMs, developer tools, real-time systems","systems thinking, product mindset, ownership, collaboration, mentorship, decision-making",bachelor,software-eng
4388562304,LinkedIn,https://www.linkedin.com/jobs/view/4388562304,Full Stack Developer,Full Stack Developer,GlobalPoint,"Indianapolis, IN",2026-03-20,mid,,contract,onsite,,,,"MuleSoft, APIs, Dynamics 365, .NET, Talend, Azure, system design, design patterns, Agile","communication, collaboration",unknown,software-eng
4264052074,LinkedIn,https://www.linkedin.com/jobs/view/4264052074,Full Stack Engineer,Full Stack Engineer,Wonderschool,"San Francisco, CA",2026-03-24,senior,6.0,full-time,unknown,,,,"React, TypeScript, JavaScript, data models, AI, SDLC, architecture, test coverage, debugging, scalability, automation, tooling","ownership, experimentation, collaboration, problem-solving, rapid iteration, continuous improvement",unknown,software-eng
4309812075,LinkedIn,https://www.linkedin.com/jobs/view/4309812075,Full Stack Developer,Full Stack Developer,DataAnnotation,"Minnesota, United States",2026-03-27,junior,,contract,remote,104000.0,156000.0,130000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, attention to detail",bachelor,software-eng
4352641605,LinkedIn,https://www.linkedin.com/jobs/view/4352641605,"Frontend Engineer, Dotcom (Marketing)","Frontend Engineer, Dotcom (Marketing)",OpenAI,Buffalo-Niagara Falls Area,2026-04-08,mid,,full-time,unknown,,,,"TypeScript, Next.js, Remix, React, JavaScript, CSS, data visualization, web applications, frontend architecture, testing, deployment","collaboration, learning, adaptability, communication",unknown,software-eng
4387695795,LinkedIn,https://www.linkedin.com/jobs/view/4387695795,Full-Stack Software Engineer,Full-Stack Software Engineer,SiPhox Health,"Massachusetts, United States",2026-03-19,senior,,full-time,unknown,,,,"AI, LLM, AWS, GCP, Azure, distributed systems, cloud architecture, scalability, UI/UX, prototyping, testing, observability","first principles thinking, ownership, collaboration, product instinct, communication, bias for action, autonomy",bachelor,software-eng
4326557735,LinkedIn,https://www.linkedin.com/jobs/view/4326557735,Associate Full Stack Developer,Associate Full Stack Developer,Hub Group,"Oak Brook, IL",2026-04-12,junior,2.0,full-time,onsite,85467.0,85467.0,85467.0,"MEAN stack, Node.js, Angular, Spring MVC, Bootstrap, JavaScript, SQL, HTML, CSS, LESS, SASS, web applications, mobile applications, REST APIs, JAX-WS, Web Services, HTTP, JSON, NoSQL, SOA, NPM, unit testing, integration testing, Git, JIRA","collaboration, problem-solving",bachelor,software-eng
4309805228,LinkedIn,https://www.linkedin.com/jobs/view/4309805228,Full Stack Developer,Full Stack Developer,DataAnnotation,"Virginia, United States",2026-03-27,unknown,,contract,remote,104000.0,156000.0,130000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, detail-oriented",bachelor,software-eng
4387859152,LinkedIn,https://www.linkedin.com/jobs/view/4387859152,Full-Stack Developer,Full-Stack Developer,Slip Robotics,"Atlanta, GA",2026-03-19,junior,1.0,unknown,onsite,,,,"React, Node.js, Python, PostgreSQL, DynamoDB, NoSQL, AI development tools, web applications, workflow automation, REST APIs, API integration, Git, CI/CD, cloud deployment, AWS, NetSuite, HubSpot, Propel, Snowflake, dbt","eager to learn, collaboration, communication skills",unknown,software-eng
4394926100,LinkedIn,https://www.linkedin.com/jobs/view/4394926100,React Developer,React Developer,The Value Maximizer,"Austin, TX",2026-04-01,unknown,,full-time,onsite,,,,"React.js, JavaScript, HTML5, CSS3, responsive design, TypeScript, Redux, Context API, RESTful APIs, API integration, Git, version control, Next.js, server-side rendering, UI frameworks, Material UI, Tailwind CSS, Bootstrap, cross-browser compatibility, debugging, Agile, Scrum, frontend architecture","problem-solving, communication, teamwork abilities",unknown,software-eng
4309810148,LinkedIn,https://www.linkedin.com/jobs/view/4309810148,Full Stack Engineer,Full Stack Engineer,DataAnnotation,"California, United States",2026-04-12,unknown,,contract,remote,104000.0,156000.0,130000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, detail-oriented",bachelor,software-eng
4385639933,LinkedIn,https://www.linkedin.com/jobs/view/4385639933,Web Developer,Web Developer,GoodWork Environmental Jobs,"Canada, NC",2026-03-17,mid,3.0,unknown,remote,,,,"Wix, WordPress, HTML, CSS, JavaScript, responsive design, cross-browser compatibility, SEO, website analytics, web performance optimization, content management, web development lifecycle","attention to detail, communication, collaboration, creative problem-solving, adaptability, initiative, autonomy, project management",unknown,software-eng
4394681215,LinkedIn,https://www.linkedin.com/jobs/view/4394681215,Full Stack Engineer,Full Stack Engineer,Seesaw Learning,United States,2026-04-02,unknown,,unknown,remote,,,,"frontend, backend, full-stack development, system design, AI","ownership, adaptability, collaboration, mentorship",unknown,software-eng
4395036488,LinkedIn,https://www.linkedin.com/jobs/view/4395036488,Web Developer (Remote),Web Developer,Twine,United States,2026-03-30,unknown,,contract,remote,,,,"Bubble, no-code/low-code platforms, SaaS, data processing, data visualization","collaboration, attention to detail, communication",unknown,software-eng
4390274524,LinkedIn,https://www.linkedin.com/jobs/view/4390274524,Full Stack Engineer,Full Stack Engineer,Avenue Code,"San Diego, CA",2026-04-02,unknown,,unknown,hybrid,120000.0,129000.0,124500.0,"web applications, APIs, code review, architecture, CI/CD, unit testing, manual testing, React, TypeScript, JavaScript, Node.js, containerization, AWS, Google Cloud, relational databases, PostgreSQL, MySQL, system design","collaboration, critical thinking, adaptability, detail-oriented, communication skills",unknown,software-eng
4382206260,LinkedIn,https://www.linkedin.com/jobs/view/4382206260,Junior Full Stack Developer,Junior Full Stack Developer,Flybridge Staffing,"West Palm Beach, FL",2026-04-10,junior,1.0,full-time,onsite,,,,"Python, .NET Framework, Java, C++, JavaScript, software architecture, debugging, software testing, Object-oriented programming, RESTful APIs, SOAP APIs, SQL, T-SQL, stored procedures, jQuery, HTML5, CSS3, XML, JSON, CSV","collaboration, continuous learning",bachelor,software-eng
4309809237,LinkedIn,https://www.linkedin.com/jobs/view/4309809237,Full Stack Developer,Full Stack Developer,DataAnnotation,"Tennessee, United States",2026-03-25,unknown,,contract,remote,104000.0,156000.0,130000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, communication, attention to detail",bachelor,software-eng
4395352372,LinkedIn,https://www.linkedin.com/jobs/view/4395352372,Full-stack Engineer (backend-leaning),Full-stack Engineer (backend-leaning),Pinwheel,"New York, NY",2026-04-02,senior,5.0,unknown,hybrid,,,,"microservices, REST APIs, system design, data models, Python","creativity, autonomy, impact-driven, cross-functional collaboration, mentorship, continuous improvement, leadership, problem-solving",unknown,software-eng
4296093604,LinkedIn,https://www.linkedin.com/jobs/view/4296093604,Backend Engineer,Backend Engineer,Wealthfront,"Palo Alto, CA",2026-03-27,mid,2.0,unknown,hybrid,,,,"Java, backend development, API development, distributed systems, functional programming, SQL, MySQL, MariaDB, PostgreSQL, Oracle, MS SQL Server, NoSQL, automation, testing, observability, monitoring","continuous learning, innovation, ownership, initiative, mentorship, collaboration",unknown,software-eng
4395932297,LinkedIn,https://www.linkedin.com/jobs/view/4395932297,Software Engineer I/II,Software Engineer I/II,Remi,"Lehi, UT",2026-04-08,junior,,unknown,onsite,,,,"Typescript, Next.js, AWS, third-party integrations, full-stack applications, HTML, CSS, JavaScript, DOM, React, SQL, T3 stack, TanStack libraries, Vercel","growth mindset, collaboration, problem-solving, cross-functional collaboration, attention to detail, autonomy, communication",bachelor,software-eng
4377267887,LinkedIn,https://www.linkedin.com/jobs/view/4377267887,Junior Front End Developer,Junior Front End Developer,The Agora Companies,"Baltimore, MD",2026-04-06,junior,1.0,unknown,hybrid,68000.0,75000.0,71500.0,"HTML, CSS, JavaScript, Bootstrap, responsive design, accessibility, performance optimization, debugging","ownership, problem-solving, autonomy, continuous improvement, attention to detail, initiative",unknown,software-eng
4377965112,LinkedIn,https://www.linkedin.com/jobs/view/4377965112,Full Stack Developer,Full Stack Developer,Skild AI,"San Mateo, CA",2026-04-11,unknown,,unknown,unknown,,,,"cloud infrastructure, web applications, network programming, NodeJS, database schemas, WebSockets, WebRTC, WebXR, application security, performance, unit testing, integration testing, CI/CD, Docker, JavaScript, TypeScript, React, frontend development, backend development, database design, cloud services, MERN stack, Socket.IO, SQL, NoSQL, MongoDB, React Three Fiber, Three.js, real-time systems, network protocols, AWS, Infrastructure as Code, monitoring, logging tools, code review","passion, innovation, collaboration",bachelor,software-eng
4309695989,LinkedIn,https://www.linkedin.com/jobs/view/4309695989,Full Stack Developer,Full Stack Developer,DataAnnotation,"Nevada, United States",2026-03-25,unknown,,contract,remote,104000.0,156000.0,130000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, communication, attention to detail",bachelor,software-eng
4394323362,LinkedIn,https://www.linkedin.com/jobs/view/4394323362,Full-Stack Engineer,Full-Stack Engineer,Parspec,"San Mateo, CA",2026-04-01,senior,,unknown,onsite,,,,"AI, Django, DRF, React, TypeScript, database design, APIs, infrastructure, Git, automated pipelines, code review, AI-driven development","ownership, velocity, cross-functional collaboration, critical thinking",unknown,software-eng
4393811679,LinkedIn,https://www.linkedin.com/jobs/view/4393811679,Junior Full Stack Developer,Junior Full Stack Developer,Insight Global,"Lake Worth, FL",2026-04-02,junior,0.0,contract,onsite,50000.0,55000.0,52500.0,"JavaScript, HTML, CSS, .Net, jBase, web development, mobile development, unit testing, databases","growth mindset, collaboration, learning",unknown,software-eng
4389296422,LinkedIn,https://www.linkedin.com/jobs/view/4389296422,Full Stack Engineer Co-Op,Full Stack Engineer,Piaggio Fast Forward,"Boston, MA",2026-03-23,intern,0.0,internship,onsite,,,,"web applications, cloud development, AWS, Azure, node.js, JavaScript, TypeScript, MongoDB, Postgres, Elasticsearch, Redis, AngularJS, React, Vue.js, build tools, code review, testing","collaboration, pair programming, problem-solving, communication, attention to detail",unknown,software-eng
4400260014,LinkedIn,https://www.linkedin.com/jobs/view/4400260014,Software Engineer (Frontend-Focused Full Stack),Software Engineer (Frontend-Focused Full Stack),Lendbuzz,"Boston, MA",2026-04-09,mid,3.0,full-time,hybrid,,,,"Next.js, Node.js, NestJS, REST APIs, OOP, JavaScript, TDD, automated testing, AWS, cloud platforms, agile, system design, TypeScript, WebSockets, Python","independent thinking, critical thinking, collaboration, ownership, problem-solving",bachelor,software-eng
4362189445,LinkedIn,https://www.linkedin.com/jobs/view/4362189445,"Full-Stack Software Engineer, Ads","Full-Stack Software Engineer, Ads",Discord,San Francisco Bay Area,2026-03-17,mid,2.0,full-time,onsite,160000.0,180000.0,170000.0,"TypeScript, React, Python, system design, analytics, experimentation frameworks, React Native, mobile development, iOS, Android","creativity, impact-focused, attention to detail, collaboration, transparency, relationship building, growth mindset, problem-solving",unknown,software-eng
4380380329,LinkedIn,https://www.linkedin.com/jobs/view/4380380329,Full Stack Engineer (New Grad),Full Stack Engineer,Monarch Recruiters,San Francisco Bay Area,2026-04-08,junior,0.0,full-time,onsite,,,,"TypeScript, React, Redis, Postgres, AWS, AWS CDK, EC2, API, SaaS","self-motivated, ownership, collaboration, passion",bachelor,software-eng
4294278438,LinkedIn,https://www.linkedin.com/jobs/view/4294278438,Frontend Engineer,Frontend Engineer,Elicit,"Oakland, CA",2026-04-12,mid,,full-time,hybrid,,,,"Next.js, TypeScript, Tailwind, Node.js, Python, Kubernetes, GitHub, CI/CD, React, Chakra UI, CSS, flexbox, grid layout, Web Workers, static type checking","ownership, decision-making, user-centricity, problem-solving",unknown,software-eng
4398631110,LinkedIn,https://www.linkedin.com/jobs/view/4398631110,Junior Full Stack Developer,Junior Full Stack Developer,Valitana,"Stamford, CT",2026-03-14,junior,2.0,full-time,unknown,,,,"JavaScript, TypeScript, React, Angular, Vue, API integration, responsive design, unit testing, UI testing, automated testing, code review, agile, component libraries, state management, backend systems","collaboration, user experience sensibilities, problem-solving",unknown,software-eng
4285833475,LinkedIn,https://www.linkedin.com/jobs/view/4285833475,Frontend Software Engineer,Frontend Software Engineer,Hadrian,"Los Angeles, CA",2026-03-25,mid,,full-time,unknown,120000.0,,,"TypeScript, React, state management, API design, REST APIs, gRPC, Go, Python, C#, C++, data visualization, CAD/CAM software, 3D environments, performance optimization, system design","product intuition, user empathy, design sense, bias for action, pride in work, adaptability",unknown,software-eng
4390396036,LinkedIn,https://www.linkedin.com/jobs/view/4390396036,Full Stack Engineer,Full Stack Engineer,Matic,"Dallas, TX",2026-03-25,mid,,full-time,unknown,,,,"SvelteKit, Python, Node.js, cloud infrastructure, Figma, database schemas, cloud functions, API integration, Google Cloud Platform, Cloud Run, LLM integrations, prompt engineering, AI, EHR integration, FHIR, REST APIs, async patterns, serverless functions, QA, testing","versatility, ownership, collaboration, problem-solving",unknown,software-eng
4395709417,LinkedIn,https://www.linkedin.com/jobs/view/4395709417,Frontend Developer,Frontend Developer,The Value Maximizer,"Austin, TX",2026-04-02,senior,7.0,full-time,onsite,,,,"Angular, TypeScript, HTML5, CSS3, SASS, LESS, responsive design, REST APIs, RxJS, NgRx, state management, Git, Agile, Scrum, CI/CD, code review, performance optimization, accessibility (WCAG/ARIA), cross-browser compatibility, system design, Angular Material, Bootstrap, AWS, Azure, containerized deployments","collaboration, problem-solving, communication",bachelor,software-eng
4261191038,LinkedIn,https://www.linkedin.com/jobs/view/4261191038,Frontend Engineer,Frontend Engineer,Pump.co,"San Francisco, CA",2026-03-31,senior,5.0,full-time,onsite,,,,"React, Next.js, Python, Django, FastAPI, Flask, AWS, SQL, NoSQL, Docker, Kubernetes, JavaScript, TypeScript, frontend architecture, API integration, DevOps","collaboration, innovation, product sense, attention to detail, initiative, adaptability, communication",bachelor,software-eng
4190706249,LinkedIn,https://www.linkedin.com/jobs/view/4190706249,"Backend Engineer, Core Technology","Backend Engineer, Core Technology",Stripe,"San Francisco, CA",2026-04-13,unknown,,full-time,unknown,,,,"distributed systems, large-scale data pipelines, machine learning, data warehouse analytics, streaming analytics, search, Trino, Presto, Apache Pinot, Hive Metastore, ElasticSearch, microservices, LLMs, system design, testing",collaboration,unknown,infrastructure
4392941205,LinkedIn,https://www.linkedin.com/jobs/view/4392941205,Frontend Developer,Frontend Developer,Standard Template Labs,"Manhattan, NY",2026-03-30,mid,,unknown,onsite,,,,"React, Next.js, TypeScript, JavaScript, HTML, CSS, CSS-in-JS, responsive design, accessibility, REST APIs, SSE, GraphQL, API integration, AI-assisted code generation, automated refactoring, AI-assisted testing, linting, code review, version control, Git, CI/CD, frontend architecture, design system, component library, performance optimization, cross-browser compatibility, DOM, conversational applications, chat-based applications","ownership, collaboration",unknown,software-eng
4393855806,LinkedIn,https://www.linkedin.com/jobs/view/4393855806,Full Stack Developer | $65/hr Remote,Full Stack Developer,Crossing Hurdles,United States,2026-04-03,unknown,,contract,remote,41600.0,135200.0,88400.0,"React, Vue.js, Bootstrap, SQL, Kafka, Spark, Java, Scala, Swift, jQuery, EC2, Windows Server, algorithms, scalable system design, user research, e-commerce solutions, AI","collaboration, communication, autonomy",unknown,software-eng
4398316406,LinkedIn,https://www.linkedin.com/jobs/view/4398316406,Full Stack Engineer,Full Stack Engineer,Intelligems,"Denver, CO",2026-04-07,unknown,,full-time,onsite,,,,"TypeScript, React, monorepo, schema design, API design, A/B testing, personalization","collaboration, problem-solving, empathy, ownership",unknown,software-eng
4382833307,LinkedIn,https://www.linkedin.com/jobs/view/4382833307,Full Stack Developer,Full Stack Developer,hackajob,United States,2026-04-01,junior,2.0,full-time,unknown,,,,"React, Next.js, TypeScript, Java, Spring Boot, HTML5, CSS3, JavaScript, RESTful APIs, microservices architecture, PostgreSQL, relational databases, unit testing, integration testing, end-to-end testing, Docker, Kubernetes, JSON Web Tokens, Kafka, AWS, Azure, GCP, CI/CD, Jenkins, GitHub Actions, Spring Framework, hooks, state management, component lifecycle, design patterns, data structures, algorithms, containerization, security best practices, data protection, streaming technologies","collaboration, innovation, problem-solving, knowledge sharing",unknown,software-eng
4390708293,LinkedIn,https://www.linkedin.com/jobs/view/4390708293,Fullstack Developer React/Node.js - Remote,Fullstack Developer React/Node.js,YO IT Consulting,United States,2026-03-26,senior,,full-time,remote,,,,"TypeScript, Node.js, NestJS, React, PostgreSQL, relational data modeling, RESTful APIs, AWS, microservices, serverless architectures, Redis, queues, background workers, async job systems, CI/CD, infrastructure as code, DevOps, system design, schema design, query optimization, code reviews, testing, observability, ML","ownership, technical leadership, collaboration, problem-solving, attention to detail, systems thinking, adaptability",unknown,software-eng
4312347918,LinkedIn,https://www.linkedin.com/jobs/view/4312347918,Full Stack Engineer,Full Stack Engineer,Wizards of the Coast,"Renton, WA",2026-03-28,mid,3.0,full-time,onsite,101800.0,152600.0,127200.0,"React, Vue, REST APIs, GraphQL APIs, data modeling, MongoDB, test automation, unit tests, microservices, web performance optimization, Figma, logging, monitoring systems, data structures, algorithms, responsive interfaces","collaboration, communication, teamwork, feedback",unknown,software-eng
4397378559,LinkedIn,https://www.linkedin.com/jobs/view/4397378559,"Backend Engineer, Music","Backend Engineer, Music",Spotify,"New York, NY",2026-04-03,mid,,full-time,remote,107483.0,153547.0,130515.0,"Java, API design, service-based architectures, testing, system scalability, performance optimization, system reliability, code reviews, AI","collaboration, curiosity, proactivity, growth mindset, knowledge sharing",unknown,software-eng
4384034583,LinkedIn,https://www.linkedin.com/jobs/view/4384034583,Freelance Front End Developer,Freelance Front End Developer,Twine,United States,2026-04-06,unknown,,contract,remote,,,,"Pano2VR, HTML, JavaScript, VR, 360 panoramas","attention to detail, autonomy",unknown,software-eng
4391861751,LinkedIn,https://www.linkedin.com/jobs/view/4391861751,Full Stack Developer,Full Stack Developer,"Eccalon, LLC","Hanover, MD",2026-03-30,mid,,full-time,onsite,,,,"React, Next.js, Node.js, Python, REST APIs, AWS, Cognito, Lambda, API Gateway, DynamoDB, RDS, PostgreSQL, LLM, AI-assisted development, Anthropic API, prompt engineering, retrieval-augmented generation (RAG), agentic workflows, NIST 800-171, CMMC, OWASP Top 10, OAuth2, OIDC, JIT provisioning, frontend architecture, component libraries, responsive design, accessibility, DevOps","ownership, collaboration",unknown,software-eng
4395487775,LinkedIn,https://www.linkedin.com/jobs/view/4395487775,Full Stack Web Developer,Full Stack Web Developer,S-5!,"Colorado Springs, CO",2026-04-07,mid,3.0,full-time,onsite,,,,"JavaScript, HTML, CSS, responsive front-end development, frontend frameworks, back-end systems, API integration, databases, data flows, automation, deployment pipeline, code reviews, technical planning, testing, AI","growth mindset, problem-solving, autonomy, collaboration",unknown,software-eng
4388729659,LinkedIn,https://www.linkedin.com/jobs/view/4388729659,Full Stack Software Engineer,Full Stack Software Engineer (AI Agents / Product / Founding),Jack & Jill,"San Francisco, CA",2026-03-21,mid,2.0,full-time,onsite,200000.0,300000.0,250000.0,"React, TypeScript, Python, SQL, LLM, vector databases, SaaS integration, AI","ownership, collaboration, leadership, customer focus, communication, entrepreneurial mindset, adaptability",unknown,software-eng
4391686336,LinkedIn,https://www.linkedin.com/jobs/view/4391686336,Front End Developer,Front End Developer,MMGY Global,"Overland Park, KS",2026-03-29,junior,1.0,full-time,hybrid,,,,"HTML5, CSS, JavaScript, jQuery, GSAP, React, Git, GitHub, Bitbucket, Mailchimp, Salesforce, Marketo, email marketing, Drupal, WordPress, CMS, web development, email development, quality assurance, Jira, Sharepoint, OneDrive","autonomy, problem-solving, collaboration, communication, organization, attention to detail, time management, initiative",unknown,software-eng
4386552104,LinkedIn,https://www.linkedin.com/jobs/view/4386552104,Full Stack Developer,Full Stack Developer,CGS Federal (Contact Government Services),"New York, NY",2026-03-16,senior,11.0,full-time,unknown,,,,"application development, software testing, test strategy, scripting, version control, JavaScript, Angular, Node.js, TypeORM, Agile, deployment, security, configuration management, full-stack development, Unix, command-line interface, database design, database integration, CI/CD, Elasticsearch, SQL, Neo4j, Nest.js, Kibana, Matomo, Marvel, Forever, Shibboleth, SAML, Stash, Git, Bitbucket, Grunt, Selenium, Linux administration","resourcefulness, creativity, collaboration, passion, proactivity, empathy, communication",bachelor,software-eng
4392375282,LinkedIn,https://www.linkedin.com/jobs/view/4392375282,Full Stack Engineer,Full Stack Engineer,Alta,New York City Metropolitan Area,2026-03-29,mid,3.0,full-time,onsite,160000.0,200000.0,180000.0,"React, TypeScript, Python, Node.js, Next.js, full-stack development, backend development, AI, growth engineering, monitoring, debugging, scalability","adaptability, problem-solving, strategic thinking, integrity, work ethic, ownership, continuous improvement, growth mindset, customer obsession, collaboration",unknown,software-eng
4392494031,LinkedIn,https://www.linkedin.com/jobs/view/4392494031,Frontend / Full-Stack Developer,Frontend / Full-Stack Developer,Hire'in Solutions,"Dallas, TX",2026-03-31,mid,3.0,full-time,onsite,,,,"Next.js, Node.js, GraphQL, React, TypeScript, JavaScript, HTML5, CSS3, Sass, CSS Modules, responsive design, accessibility, client-side state management, Express, Apollo Server, REST APIs, API design, authentication, authorization, JWT, OAuth, performance optimization, PostgreSQL, MongoDB, Docker, CI/CD, GitHub Actions, GitLab CI, Vercel, AWS, Azure, environment management, code reviews, agile, scrum, Microservices, BFF (Backend-for-Frontend), Jest, React Testing Library, Playwright, web performance optimization, Core Web Vitals","results-oriented, collaboration, problem-solving, analytical skills, communication, ownership, attention to detail",unknown,software-eng
4395019899,LinkedIn,https://www.linkedin.com/jobs/view/4395019899,Frontend Developer,Frontend Developer,InterEx Group,United States,2026-03-30,mid,,full-time,remote,,,,"React, TypeScript, HTML5, CSS3, JavaScript, Redux, state management libraries, frontend build tools, REST APIs, API integration, responsive design, scalability, performance optimization, code reviews, debugging, technical documentation","collaboration, continuous improvement, problem-solving, continuous learning, attention to detail, communication, autonomy",unknown,software-eng
4398164002,LinkedIn,https://www.linkedin.com/jobs/view/4398164002,Full Stack Engineer I,Full Stack Engineer I,Enbasis Inc.,"Akron, OH",2026-04-10,junior,,full-time,onsite,60000.0,80000.0,70000.0,"React, TypeScript, Next.js, Postgres, DevOps, AWS, Docker, Vercel, front-end UI, back-end systems, web applications","creativity, problem-solving, trustworthiness, autonomy, commitment, impact-driven, collaboration, flexibility, solution-oriented, customer focus, adaptability, proactivity, innovation, attention to detail, initiative",bachelor,software-eng
4379992726,LinkedIn,https://www.linkedin.com/jobs/view/4379992726,Full Stack Engineer,Full Stack Engineer,The College Board,United States,2026-03-24,mid,,full-time,remote,,,,"cloud-native, platform engineering, security, scalability, system design, software architecture, engineering standards","mission-driven, experimentation, data-driven decision making, collaboration, continuous learning, continuous improvement, iteration, critical thinking, ownership, trade-off analysis, problem-solving, adaptability, leadership, influence, execution, growth mindset",unknown,software-eng
4383388679,LinkedIn,https://www.linkedin.com/jobs/view/4383388679,Web Developer - CSS,Web Developer - CSS,Avenue Code,"Mountain View, CA",2026-04-02,senior,,full-time,unknown,,,,"React, Next.js, TypeScript, JavaScript, animations, Lottie, GSAP, Framer Motion, UI components, responsive design, design systems, API integration, REST APIs, GraphQL, performance optimization, accessibility, cross-browser compatibility, front end architecture, code splitting, caching, code reviews, unit testing, integration testing, functional testing, Git, CI/CD, GitHub Actions, Jest, React Testing Library, Cypress, React Native, mobile frameworks, server-side rendering, static site generation, Node.js, AWS, cloud platforms","collaboration, communication, mentorship, leadership, problem-solving, continuous learning, advocacy, interpersonal skills, autonomy",bachelor,software-eng
4374841485,LinkedIn,https://www.linkedin.com/jobs/view/4374841485,Senior Fullstack Engineer - New York,Senior Fullstack Engineer,Giga,"New York, NY",2026-04-08,senior,4.0,full-time,onsite,,,,"AI, voice AI, APIs, data models, system architecture, data modeling, database schema, API design, frontend implementation, data pipelines, data visualization, TypeScript, React, Next.js, AWS, Modal, Kubernetes, Postgres, Python, Django, FastAPI, Node.js","autonomy, impact-driven, ownership, collaboration, customer focus, iteration, data-driven decision making, trade-off analysis",unknown,software-eng
4386550028,LinkedIn,https://www.linkedin.com/jobs/view/4386550028,Full Stack Engineer,Full Stack Engineer,Bobyard,"San Francisco, CA",2026-04-07,unknown,,full-time,onsite,120000.0,150000.0,135000.0,"React, Django, PostgreSQL, AWS, GCP, Heroku, backend APIs, data models, frontend architecture, UI performance, system design, web architecture","autonomy, ownership, product sense, problem-solving, motivation, adaptability, fast learner, resourcefulness, proactivity, work ethic, organization, time management, dedication",unknown,software-eng
4350292823,LinkedIn,https://www.linkedin.com/jobs/view/4350292823,Full Stack Software Engineer,Full Stack Software Engineer,MORSE Corp,Greater Boston,2026-04-01,senior,5.0,full-time,unknown,90000.0,210000.0,150000.0,"React, Python, AWS, Azure, GCP, Docker, Kubernetes, Terraform, CloudFormation, Agile, DevSecOps, web applications, containerization, web page UIs, backend APIs, object-oriented programming, microservice architecture, big data, artificial intelligence, machine learning, simulation, situational awareness, analysis, mission planning",collaboration,bachelor,software-eng
